person_ID,country,name_0,country_ID,governorate,name_1,governorate_ID,gov_x,gov_y,case,edu_years,level_edu_ABIII,coledu,coledu_any,age,married,student,unemployed,agriman,lowstat
1,Algeria,,Algeria,,,,,,1,6,2,0,0,25,0,0,0,0,0
2,Algeria,,Algeria,,,,,,1,,,0,0,18,0,0,0,0,0
3,Algeria,,Algeria,,,,,,1,9,3,0,0,,0,0,0,0,0
4,Algeria,,Algeria,,,,,,1,15,6,1,1,,0,1,0,0,0
5,Algeria,Algeria,Algeria,Ain Tecmouchent,Aïn Témouchent,Ain Tecmouchent,-1.055487751960754,35.35085296630859,0,12,4,0,0,38,0,0,0,0,0
6,Algeria,Algeria,Algeria,Ain Tecmouchent,Aïn Témouchent,Ain Tecmouchent,-1.055487751960754,35.35085296630859,0,12,4,0,0,44,1,0,0,,0
7,Algeria,Algeria,Algeria,Ain Tecmouchent,Aïn Témouchent,Ain Tecmouchent,-1.055487751960754,35.35085296630859,0,9,3,0,0,60,1,0,0,0,0
8,Algeria,Algeria,Algeria,Ain Tecmouchent,Aïn Témouchent,Ain Tecmouchent,-1.055487751960754,35.35085296630859,0,9,3,0,0,25,0,0,1,0,1
9,Algeria,Algeria,Algeria,Ain Tecmouchent,Aïn Témouchent,Ain Tecmouchent,-1.055487751960754,35.35085296630859,0,9,3,0,0,29,0,0,0,0,0
10,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,0,1,25,0,1,0,0,0
11,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,25,0,0,0,0,0
12,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,41,1,0,0,0,0
13,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,12,4,0,0,43,1,0,0,0,0
14,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,0,1,23,0,1,0,0,0
15,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,72,1,0,0,0,0
16,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,28,0,0,1,0,1
17,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,19,0,0,1,0,1
18,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,33,0,0,1,0,1
19,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,54,1,0,0,0,0
20,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,29,0,0,0,1,1
21,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,38,0,0,0,0,0
22,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,9,3,0,0,42,1,0,0,0,0
23,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,24,0,0,0,1,1
24,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,15,6,1,1,30,0,0,0,0,0
25,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,53,1,0,0,0,0
26,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,62,1,0,0,0,0
27,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,36,0,0,0,0,0
28,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,39,1,0,0,0,0
29,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,1,1,45,1,0,0,0,0
30,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,21,0,1,0,0,0
31,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,0,1,0,0,43,1,0,0,1,1
32,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,0,1,23,0,1,0,0,0
33,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,0,1,0,0,41,1,0,0,0,0
34,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,21,0,1,0,0,0
35,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,66,1,0,0,0,0
36,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,23,0,0,1,0,1
37,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,36,1,0,0,1,1
38,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,12,4,0,0,26,0,0,0,0,0
39,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,32,1,0,0,0,0
40,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,,,0,0,,0,0,0,0,0
41,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,19,0,1,0,0,0
42,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,52,1,0,0,0,0
43,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,20,0,1,0,0,0
44,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,9,3,0,0,50,1,0,0,0,0
45,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,68,1,0,0,0,0
46,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,44,1,0,0,0,0
47,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,0,1,0,0,31,0,0,0,0,0
48,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,40,1,0,0,0,0
49,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,43,1,0,0,0,0
50,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,20,0,0,0,0,0
51,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,54,1,0,0,0,0
52,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,40,1,0,0,0,0
53,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,0,1,0,0,53,1,0,0,0,0
54,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,1,1,36,1,0,0,0,0
55,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,23,0,1,0,0,0
56,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,58,1,0,0,0,0
57,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,34,0,0,0,0,0
58,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,32,0,0,0,0,0
59,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,52,1,0,0,0,0
60,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,25,0,0,1,0,1
61,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,56,1,0,0,0,0
62,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,0,1,23,0,1,0,0,0
63,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,27,0,0,0,0,0
64,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,47,1,0,0,0,0
65,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,25,0,0,1,0,1
66,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,0,1,0,0,74,1,0,0,0,0
67,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,12,4,0,0,24,0,0,1,0,1
68,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,0,1,26,0,1,0,0,0
69,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,19,0,0,1,0,1
70,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,1,1,34,1,0,0,0,0
71,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,71,1,0,0,0,0
72,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,,,0,0,25,0,0,0,0,0
73,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,1,1,37,1,0,0,0,0
74,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,42,1,0,0,0,0
75,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,12,4,0,0,31,0,0,0,0,0
76,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,11,3,0,0,33,0,0,0,0,0
77,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,0,1,0,0,57,1,0,0,0,0
78,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,15,6,1,1,26,0,0,1,0,1
79,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,38,1,0,0,0,0
80,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,12,4,0,0,41,0,0,0,0,0
81,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,15,6,0,1,22,0,1,0,0,0
82,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,1,5,2,0,0,46,1,0,0,0,0
83,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,26,0,0,0,1,1
84,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,46,1,0,0,0,0
85,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,9,3,0,0,18,0,0,1,0,1
86,Algeria,Algeria,Algeria,Algiers,Alger,Algiers,3.056623220443726,36.70560073852539,0,5,2,0,0,35,0,0,1,0,1
87,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,9,3,0,0,58,1,0,0,0,0
88,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,14,5,0,0,21,0,1,0,0,0
89,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,0,1,0,0,67,1,0,0,0,0
90,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,0,1,0,0,60,1,0,0,0,0
91,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,15,6,1,1,25,0,0,0,0,0
92,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,5,2,0,0,41,1,0,0,0,0
93,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,14,5,0,0,21,0,0,1,0,1
94,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,14,5,0,0,26,0,0,0,0,0
95,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,9,3,0,0,75,1,0,0,0,0
96,Algeria,Algeria,Algeria,Annaba,Annaba,Annaba,7.542945861816406,36.83824157714844,0,5,2,0,0,61,1,0,0,0,0
97,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,14,5,0,0,43,1,0,0,0,0
98,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,5,2,0,0,44,1,0,0,0,0
99,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,1,16,6,0,0,39,1,0,0,0,0
100,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,14,5,0,0,47,1,0,0,0,0
101,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,15,6,0,1,22,0,1,0,0,0
102,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,15,6,1,1,41,1,0,0,0,0
103,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,9,3,0,0,22,0,0,1,0,1
104,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,9,3,0,0,32,1,0,0,0,0
105,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,12,4,0,0,20,0,1,0,0,0
106,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,9,3,0,0,27,0,0,1,0,1
107,Algeria,Algeria,Algeria,Aïn Defla,Aïn Defla,Aïn Defla,2.066976547241211,36.1843376159668,0,12,4,0,0,27,0,0,1,0,1
108,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,12,4,0,0,37,1,0,0,0,0
109,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,5,2,0,0,26,1,0,0,0,0
110,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,12,4,0,0,22,0,0,0,0,0
111,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,5,2,0,0,49,1,0,0,0,0
112,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,5,2,0,0,59,1,0,0,0,0
113,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,5,2,0,0,21,0,0,1,0,1
114,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,14,5,0,0,40,1,0,0,0,0
115,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,12,4,0,0,36,0,0,0,0,0
116,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,1,15,6,1,1,27,0,0,0,0,0
117,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,9,3,0,0,29,0,0,1,0,1
118,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,14,5,0,0,30,0,0,1,0,1
119,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,5,2,0,0,31,0,0,0,0,0
120,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,5,2,0,0,45,1,0,0,0,0
121,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,9,3,0,0,21,0,0,1,0,1
122,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,14,5,0,0,35,0,0,0,0,0
123,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,14,5,0,0,30,0,0,0,0,0
124,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,9,3,0,0,24,0,0,0,0,0
125,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,0,1,0,0,60,1,0,0,0,0
126,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,14,5,0,0,26,0,1,0,0,0
127,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,15,6,1,1,42,1,0,0,0,0
128,Algeria,Algeria,Algeria,Batna,Batna,Batna,5.874551296234131,35.4196891784668,0,0,1,0,0,75,0,0,0,0,0
129,Algeria,Algeria,Algeria,Bechar,Béchar,Bechar,-2.469133377075195,30.0675106048584,1,15,6,1,1,26,0,0,0,0,0
130,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,0,1,0,0,68,0,0,0,0,0
131,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,0,1,0,0,65,1,0,0,0,0
132,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,9,3,0,0,29,0,0,0,1,1
133,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,5,2,0,0,66,1,0,0,0,0
134,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,12,4,0,0,29,1,0,0,0,0
135,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,9,3,0,0,24,0,0,0,0,0
136,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,15,6,0,1,22,0,1,0,0,0
137,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,0,1,0,0,68,1,0,0,0,0
138,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,9,3,0,0,27,0,0,0,0,0
139,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,5,2,0,0,29,0,0,0,1,1
140,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,5,2,0,0,47,1,0,0,0,0
141,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,0,1,0,0,54,1,0,0,0,0
142,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,9,3,0,0,36,0,0,0,1,1
143,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,12,4,0,0,18,0,1,0,0,0
144,Algeria,Algeria,Algeria,Bejaia,Béjaïa,Bejaia,4.83586597442627,36.5764274597168,0,0,1,0,0,56,1,0,1,0,1
145,Algeria,Algeria,Algeria,Biskra,Biskra,Biskra,5.334959506988525,34.46879577636719,0,12,4,0,0,19,0,1,0,0,0
146,Algeria,Algeria,Algeria,Biskra,Biskra,Biskra,5.334959506988525,34.46879577636719,0,9,3,0,0,28,0,0,1,0,1
147,Algeria,Algeria,Algeria,Biskra,Biskra,Biskra,5.334959506988525,34.46879577636719,0,9,3,0,0,38,0,0,0,0,0
148,Algeria,Algeria,Algeria,Biskra,Biskra,Biskra,5.334959506988525,34.46879577636719,0,5,2,0,0,26,0,0,0,0,0
149,Algeria,Algeria,Algeria,Biskra,Biskra,Biskra,5.334959506988525,34.46879577636719,0,5,2,0,0,27,0,0,0,0,0
150,Algeria,Algeria,Algeria,Blida,Blida,Blida,2.919619083404541,36.49217224121094,0,5,2,0,0,44,1,0,0,0,0
151,Algeria,Algeria,Algeria,Blida,Blida,Blida,2.919619083404541,36.49217224121094,1,8,2,0,0,30,0,0,0,0,0
152,Algeria,Algeria,Algeria,Blida,Blida,Blida,2.919619083404541,36.49217224121094,0,9,3,0,0,27,1,0,0,0,0
153,Algeria,Algeria,Algeria,Blida,Blida,Blida,2.919619083404541,36.49217224121094,0,15,6,0,1,23,0,1,0,0,0
154,Algeria,Algeria,Algeria,Blida,Blida,Blida,2.919619083404541,36.49217224121094,0,9,3,0,0,39,1,0,0,0,0
155,Algeria,Algeria,Algeria,Blida,Blida,Blida,2.919619083404541,36.49217224121094,0,9,3,0,0,24,0,0,0,0,0
156,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,14,5,0,0,42,1,0,0,0,0
157,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,9,3,0,0,68,1,0,0,0,0
158,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,12,4,0,0,38,1,0,0,0,0
159,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,14,5,0,0,30,0,0,0,0,0
160,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,12,4,0,0,44,1,0,0,0,0
161,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,14,5,0,0,24,0,0,0,0,0
162,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,14,5,0,0,35,1,0,0,0,0
163,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,0,1,0,0,67,1,0,0,0,0
164,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,9,3,0,0,56,1,0,0,0,0
165,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,5,2,0,0,44,1,0,0,0,0
166,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,0,1,0,0,64,1,0,0,0,0
167,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,12,4,0,0,18,0,1,0,0,0
168,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,9,3,0,0,39,1,0,0,0,0
169,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,12,4,0,0,28,0,0,1,0,1
170,Algeria,Algeria,Algeria,Bordj Bou Arréridj,Bordj Bou Arréridj,Bordj Bou Arréridj,4.714837074279785,36.08113098144531,0,14,5,0,0,33,0,0,0,0,0
171,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,5,2,0,0,43,1,0,0,0,0
172,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,1,12,4,0,0,29,0,0,0,1,1
173,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,12,4,0,0,18,0,1,0,0,0
174,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,1,12,4,0,0,30,0,0,0,0,0
175,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,5,2,0,0,38,1,0,0,0,0
176,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,0,1,0,0,63,1,0,0,0,0
177,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,9,3,0,0,48,1,0,0,0,0
178,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,5,2,0,0,38,1,0,0,0,0
179,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,12,4,0,0,29,0,0,0,0,0
180,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,12,4,0,0,21,0,0,0,1,1
181,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,15,6,1,1,24,0,0,1,0,1
182,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,0,1,0,0,60,1,0,0,0,0
183,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,12,4,0,0,18,0,1,0,0,0
184,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,15,6,0,1,23,0,1,0,0,0
185,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,15,6,0,1,23,0,1,0,0,0
186,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,5,2,0,0,37,1,0,0,0,0
187,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,12,4,0,0,29,0,0,1,0,1
188,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,1,12,4,0,0,30,0,0,0,0,0
189,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,12,4,0,0,19,0,1,0,0,0
190,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,9,3,0,0,32,0,0,0,0,0
191,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,0,1,0,0,68,0,0,0,0,0
192,Algeria,Algeria,Algeria,Boumerdes,Boumerdès,Boumerdes,3.638675689697266,36.72869110107422,0,5,2,0,0,50,1,0,0,0,0
