ID,country,governorate,edu_years,level_edu_ABIII,coledu,coledu_any,age,married,student,unemployed,agriman,lowstat,case
672,Jordan,Zarqa,10,3,0,0,20,0,0,0,1,1,0
674,Jordan,Zarqa,14,5,0,0,49,1,0,0,0,0,0
678,Jordan,Zarqa,12,4,0,0,21,0,0,0,0,0,0
680,Jordan,Zarqa,10,3,0,0,35,1,0,0,0,0,0
681,Jordan,Zarqa,6,2,0,0,50,1,0,1,0,1,0
683,Jordan,Zarqa,10,3,0,0,50,1,0,0,0,0,0
684,Jordan,Zarqa,12,4,0,0,30,0,0,0,0,0,0
685,Jordan,Zarqa,16,6,1,1,55,1,0,0,0,0,0
686,Jordan,Zarqa,14,5,0,0,35,1,0,0,0,0,0
693,Jordan,Zarqa,12,4,0,0,45,1,0,0,0,0,0
694,Jordan,Zarqa,12,4,0,0,23,1,0,0,0,0,0
698,Jordan,Zarqa,10,3,0,0,48,1,0,0,0,0,0
699,Jordan,Zarqa,10,3,0,0,27,1,0,0,0,0,0
700,Jordan,Zarqa,14,5,0,0,37,1,0,0,0,0,0
706,Jordan,Zarqa,14,5,0,0,55,1,0,0,0,0,0
707,Jordan,Zarqa,14,5,0,0,53,1,0,0,0,0,0
708,Jordan,Zarqa,12,4,0,0,24,0,1,0,0,0,0
709,Jordan,Zarqa,16,6,1,1,25,0,0,0,0,0,0
710,Jordan,Zarqa,12,4,0,0,57,1,0,0,0,0,0
712,Jordan,Zarqa,12,4,0,0,20,0,1,0,0,0,0
713,Jordan,Zarqa,12,4,0,0,20,0,1,0,0,0,0
714,Jordan,Zarqa,12,4,0,0,40,1,0,0,0,0,0
716,Jordan,Zarqa,16,6,1,1,34,1,0,0,0,0,0
717,Jordan,Zarqa,12,4,0,0,21,0,1,0,0,0,0
721,Jordan,Zarqa,10,3,0,0,70,1,0,0,0,0,0
722,Jordan,Zarqa,10,3,0,0,34,1,0,0,0,0,0
723,Jordan,Zarqa,16,6,1,1,47,1,0,0,0,0,0
724,Jordan,Zarqa,12,4,0,0,45,1,0,0,0,0,0
727,Jordan,Zarqa,12,4,0,0,51,1,0,0,0,0,0
732,Jordan,Zarqa,10,3,0,0,21,0,0,0,0,0,0
733,Jordan,Zarqa,16,6,1,1,39,1,0,0,0,0,0
735,Jordan,Zarqa,14,5,0,0,45,1,0,0,0,0,0
739,Jordan,Zarqa,12,4,0,0,28,1,0,0,0,0,0
740,Jordan,Zarqa,12,4,0,0,21,0,1,0,0,0,0
746,Jordan,Zarqa,14,5,0,0,62,1,0,0,0,0,0
747,Jordan,Zarqa,12,4,0,0,31,1,0,0,0,0,0
748,Jordan,Zarqa,10,3,0,0,44,1,0,0,1,1,0
749,Jordan,Zarqa,12,4,0,0,45,1,0,0,0,0,0
750,Jordan,Zarqa,14,5,0,0,41,1,0,0,0,0,0
754,Jordan,Zarqa,14,5,0,0,46,1,0,0,0,0,0
755,Jordan,Zarqa,10,3,0,0,18,0,0,0,1,1,0
756,Jordan,Zarqa,12,4,0,0,51,1,0,0,0,0,0
759,Jordan,Zarqa,10,3,0,0,30,1,0,1,0,1,0
760,Jordan,Zarqa,12,4,0,0,42,1,0,0,0,0,0
763,Jordan,Zarqa,12,4,0,0,18,0,1,0,0,0,0
767,Jordan,Zarqa,10,3,0,0,68,1,0,0,0,0,0
768,Jordan,Zarqa,10,3,0,0,22,0,0,0,0,0,0
769,Jordan,Zarqa,10,3,0,0,33,1,0,0,0,0,0
773,Jordan,Zarqa,10,3,0,0,60,1,0,0,0,0,0
774,Jordan,Zarqa,12,4,0,0,57,1,0,0,0,0,0
775,Jordan,Zarqa,10,3,0,0,33,1,0,0,0,0,0
776,Jordan,Zarqa,10,3,0,0,31,1,0,0,0,0,0
777,Jordan,Zarqa,12,4,0,0,28,1,0,0,0,0,0
781,Jordan,Zarqa,12,4,0,0,37,1,0,0,0,0,0
783,Jordan,Zarqa,10,3,0,0,23,1,0,0,0,0,0
785,Jordan,Zarqa,10,3,0,0,49,1,0,0,0,0,0
786,Jordan,Zarqa,14,5,0,0,68,1,0,0,0,0,0
788,Jordan,Zarqa,10,3,0,0,70,1,0,0,0,0,0
791,Jordan,Zarqa,12,4,0,0,50,0,0,0,0,0,0
794,Jordan,Zarqa,12,4,0,0,23,0,0,1,0,1,0
797,Jordan,Zarqa,10,3,0,0,19,0,0,0,1,1,0
798,Jordan,Zarqa,10,3,0,0,65,1,0,0,0,0,0
799,Jordan,Zarqa,10,3,0,0,26,0,0,0,0,0,0
801,Jordan,Zarqa,12,4,0,0,19,0,0,0,1,1,0
802,Jordan,Zarqa,10,3,0,0,22,0,0,0,0,0,0
803,Jordan,Zarqa,10,3,0,0,34,1,0,0,0,0,0
804,Jordan,Zarqa,12,4,0,0,52,1,0,0,0,0,0
805,Jordan,Zarqa,6,2,0,0,77,0,0,0,0,0,0
811,Jordan,Zarqa,12,4,0,0,21,0,0,1,0,1,0
812,Jordan,Zarqa,10,3,0,0,60,0,0,0,0,0,0
813,Jordan,Zarqa,10,3,0,0,52,1,0,0,0,0,0
814,Jordan,Zarqa,10,3,0,0,60,1,0,0,0,0,0
819,Jordan,Zarqa,12,4,0,0,22,1,0,0,0,0,0
826,Jordan,Zarqa,0,1,0,0,41,1,0,0,0,0,0
827,Jordan,Zarqa,12,4,0,0,27,1,0,0,0,0,0
828,Jordan,Zarqa,10,3,0,0,33,1,0,0,0,0,0
829,Jordan,Zarqa,12,4,0,0,19,0,1,0,0,0,0
830,Jordan,Zarqa,12,4,0,0,32,1,0,0,0,0,0
831,Jordan,Zarqa,14,5,0,0,46,1,0,1,0,1,0
836,Jordan,Zarqa,12,4,0,0,43,1,0,0,0,0,0
837,Jordan,Zarqa,14,5,0,0,40,1,0,1,0,1,0
838,Jordan,Zarqa,6,2,0,0,66,1,0,0,0,0,0
839,Jordan,Zarqa,0,1,0,0,35,1,0,0,0,0,0
840,Jordan,Zarqa,12,4,0,0,32,1,0,0,0,0,0
844,Jordan,Zarqa,10,3,0,0,23,0,0,0,0,0,0
845,Jordan,Zarqa,10,3,0,0,31,1,0,0,1,1,0
846,Jordan,Zarqa,10,3,0,0,19,0,0,0,0,0,0
847,Jordan,Zarqa,12,4,0,0,26,0,0,0,0,0,0
848,Jordan,Zarqa,14,5,0,0,44,1,0,0,0,0,0
851,Jordan,Zarqa,6,2,0,0,67,1,0,0,0,0,0
853,Jordan,Zarqa,12,4,0,0,44,1,0,0,0,0,0
854,Jordan,Zarqa,12,4,0,0,40,1,0,0,0,0,0
855,Jordan,Zarqa,10,3,0,0,19,0,1,0,0,0,0
856,Jordan,Zarqa,10,3,0,0,22,0,0,1,0,1,0
862,Jordan,Zarqa,10,3,0,0,67,1,0,0,1,1,0
867,Jordan,Zarqa,10,3,0,0,57,1,0,0,0,0,0
868,Jordan,Zarqa,12,4,0,0,45,1,0,0,0,0,0
869,Jordan,Zarqa,10,3,0,0,21,0,0,0,0,0,0
870,Jordan,Zarqa,12,4,0,0,20,0,1,0,0,0,0
871,Jordan,Madaba,12,4,0,0,19,0,0,1,0,1,0
872,Jordan,Madaba,14,5,0,0,45,1,0,1,0,1,0
875,Jordan,Madaba,6,2,0,0,65,1,0,0,0,0,0
876,Jordan,Madaba,10,3,0,0,21,0,0,1,0,1,0
877,Jordan,Madaba,12,4,0,0,40,1,0,0,0,0,0
880,Jordan,Madaba,6,2,0,0,27,0,0,1,0,1,0
881,Jordan,Madaba,12,4,0,0,22,1,0,1,0,1,0
886,Jordan,Madaba,12,4,0,0,29,1,0,0,0,0,0
887,Jordan,Madaba,0,1,0,0,32,1,0,0,0,0,0
888,Jordan,Madaba,14,5,0,0,42,1,0,0,0,0,0
889,Jordan,Madaba,12,4,0,0,18,0,0,1,0,1,0
890,Jordan,Madaba,12,4,0,0,30,0,0,1,0,1,0
891,Jordan,Madaba,0,1,0,0,55,0,0,0,0,0,0
892,Jordan,Madaba,16,6,1,1,45,1,0,0,0,0,0
893,Jordan,Madaba,18,7,0,1,23,0,1,0,0,0,0
900,Jordan,Madaba,14,5,0,0,18,1,1,0,0,0,0
902,Jordan,Madaba,18,7,1,1,32,1,0,0,0,0,0
903,Jordan,Madaba,6,2,0,0,72,1,0,0,1,1,0
904,Jordan,Madaba,14,5,0,0,23,0,0,1,0,1,0
905,Jordan,Madaba,16,6,1,1,24,0,0,0,,0,0
906,Jordan,Madaba,14,5,0,0,52,1,0,0,0,0,0
916,Jordan,Madaba,16,6,1,1,55,1,0,0,0,0,0
917,Jordan,Madaba,12,4,0,0,24,0,1,0,0,0,0
918,Jordan,Madaba,16,6,0,1,24,0,1,0,0,0,0
919,Jordan,Madaba,12,4,0,0,21,0,0,0,,0,0
920,Jordan,Madaba,12,4,0,0,35,1,0,0,0,0,0
921,Jordan,Madaba,12,4,0,0,40,1,0,0,0,0,0
923,Jordan,Madaba,18,7,1,1,30,0,0,0,0,0,0
924,Jordan,Madaba,18,7,1,1,31,1,0,0,0,0,0
929,Jordan,Madaba,12,4,0,0,37,1,1,0,0,0,0
930,Jordan,Madaba,12,4,0,0,55,1,0,1,0,1,0
932,Jordan,Madaba,12,4,0,0,45,1,0,0,0,0,0
933,Jordan,Madaba,16,6,1,1,27,1,0,0,0,0,0
934,Jordan,Madaba,18,7,1,1,26,0,0,1,0,1,0
935,Jordan,Madaba,12,4,0,0,22,0,1,0,0,0,0
940,Jordan,Madaba,12,4,0,0,60,1,0,0,0,0,0
941,Jordan,Irbid,12,4,0,0,20,0,0,0,0,0,0
944,Jordan,Irbid,12,4,0,0,18,0,0,1,0,1,0
948,Jordan,Irbid,14,5,0,0,27,1,0,0,0,0,0
949,Jordan,Irbid,10,3,0,0,46,1,0,0,0,0,0
950,Jordan,Irbid,12,4,0,0,48,1,0,0,0,0,0
953,Jordan,Irbid,6,2,0,0,65,1,0,0,0,0,0
955,Jordan,Irbid,16,6,1,1,40,1,0,0,0,0,0
956,Jordan,Irbid,10,3,0,0,39,1,0,0,1,1,0
959,Jordan,Irbid,12,4,0,0,77,1,0,0,0,0,0
960,Jordan,Irbid,12,4,0,0,37,1,0,0,1,1,0
961,Jordan,Irbid,10,3,0,0,19,0,0,0,0,0,0
962,Jordan,Irbid,14,5,0,0,48,1,0,0,0,0,0
964,Jordan,Irbid,10,3,0,0,52,1,0,0,0,0,0
969,Jordan,Irbid,16,6,1,1,28,0,0,0,0,0,0
970,Jordan,Irbid,12,4,0,0,29,1,0,0,0,0,0
974,Jordan,Irbid,16,6,1,1,25,0,0,0,0,0,0
975,Jordan,Irbid,16,6,1,1,23,0,0,0,0,0,0
976,Jordan,Irbid,18,7,1,1,49,1,0,0,0,0,0
977,Jordan,Irbid,16,6,1,1,32,1,0,0,0,0,0
980,Jordan,Irbid,16,6,1,1,24,0,0,1,0,1,0
981,Jordan,Irbid,14,5,0,0,49,1,0,0,0,0,0
982,Jordan,Irbid,12,4,0,0,22,0,1,0,0,0,0
985,Jordan,Irbid,6,2,0,0,68,1,0,1,0,1,0
986,Jordan,Irbid,12,4,0,0,43,1,0,0,0,0,0
990,Jordan,Irbid,14,5,0,0,50,1,0,0,0,0,0
992,Jordan,Irbid,12,4,0,0,44,1,0,0,0,0,0
994,Jordan,Irbid,10,3,0,0,32,1,0,0,0,0,0
997,Jordan,Irbid,16,6,1,1,61,1,0,0,0,0,0
999,Jordan,Irbid,12,4,0,0,20,0,0,0,1,1,0
1000,Jordan,Irbid,10,3,0,0,18,0,1,0,0,0,0
1001,Jordan,Irbid,12,4,0,0,48,1,0,0,0,0,0
1005,Jordan,Irbid,16,6,1,1,65,0,0,0,0,0,0
1007,Jordan,Irbid,16,6,1,1,49,1,0,0,0,0,0
1008,Jordan,Irbid,14,5,0,0,43,0,0,0,0,0,0
1009,Jordan,Irbid,12,4,0,0,54,1,0,0,0,0,0
1011,Jordan,Irbid,14,5,0,0,47,1,0,1,0,1,0
1012,Jordan,Irbid,12,4,0,0,23,0,0,0,0,0,0
1013,Jordan,Irbid,12,4,0,0,22,0,1,0,0,0,0
1018,Jordan,Irbid,16,6,1,1,31,0,0,0,0,0,0
1019,Jordan,Irbid,10,3,0,0,38,1,0,0,0,0,0
1021,Jordan,Irbid,12,4,0,0,36,1,0,0,0,0,0
1023,Jordan,Irbid,16,6,1,1,42,1,0,0,0,0,0
1024,Jordan,Irbid,10,3,0,0,42,1,0,1,0,1,0
1028,Jordan,Irbid,12,4,0,0,18,0,0,1,0,1,0
1029,Jordan,Irbid,10,3,0,0,25,0,0,0,0,0,0
1035,Jordan,Irbid,12,4,0,0,26,0,0,0,0,0,0
1036,Jordan,Irbid,12,4,0,0,24,1,0,1,0,1,0
1037,Jordan,Irbid,10,3,0,0,44,1,0,0,1,1,0
1038,Jordan,Irbid,12,4,0,0,39,1,0,0,0,0,0
1039,Jordan,Irbid,12,4,0,0,50,1,0,0,0,0,0
1041,Jordan,Irbid,14,5,0,0,26,0,0,0,0,0,0
1043,Jordan,Irbid,14,5,0,0,37,1,0,0,0,0,0
1047,Jordan,Irbid,10,3,0,0,42,1,0,0,,0,0
1049,Jordan,Irbid,16,6,1,1,32,1,0,0,0,0,0
1050,Jordan,Irbid,12,4,0,0,32,1,0,1,0,1,0
1053,Jordan,Irbid,12,4,0,0,30,0,0,0,0,0,0
1055,Jordan,Irbid,10,3,0,0,52,1,0,0,0,0,0
1056,Jordan,Irbid,12,4,0,0,35,0,0,0,0,0,0
1057,Jordan,Irbid,12,4,0,0,55,1,0,0,0,0,0
1058,Jordan,Irbid,10,3,0,0,42,1,0,0,0,0,0
1062,Jordan,Irbid,12,4,0,0,38,1,0,0,0,0,0
1064,Jordan,Irbid,12,4,0,0,38,1,0,0,0,0,0
1066,Jordan,Irbid,10,3,0,0,44,1,0,1,0,1,0
1069,Jordan,Irbid,6,2,0,0,54,1,0,0,0,0,0
1070,Jordan,Irbid,12,4,0,0,41,1,0,0,0,0,0
1071,Jordan,Irbid,12,4,0,0,20,0,0,1,0,1,0
1072,Jordan,Irbid,10,3,0,0,41,1,0,0,1,1,0
1078,Jordan,Irbid,12,4,0,0,19,0,1,0,0,0,0
1079,Jordan,Irbid,10,3,0,0,52,1,0,0,0,0,0
1080,Jordan,Irbid,10,3,0,0,54,1,0,0,0,0,0
1083,Jordan,Irbid,12,4,0,0,41,1,0,0,0,0,0
1084,Jordan,Irbid,10,3,0,0,39,1,0,0,0,0,0
1088,Jordan,Irbid,6,2,0,0,30,0,0,0,0,0,0
1089,Jordan,Irbid,10,3,0,0,38,1,0,0,0,0,0
1090,Jordan,Irbid,16,6,1,1,31,1,0,0,0,0,0
1092,Jordan,Irbid,10,3,0,0,48,1,0,0,0,0,0
1094,Jordan,Irbid,12,4,0,0,34,1,0,0,0,0,0
1095,Jordan,Irbid,14,5,0,0,26,0,0,0,0,0,0
1096,Jordan,Irbid,16,6,1,1,40,1,0,0,0,0,0
1098,Jordan,Irbid,12,4,0,0,29,1,0,1,0,1,0
1101,Jordan,Irbid,16,6,1,1,31,1,0,0,0,0,0
1102,Jordan,Irbid,6,2,0,0,71,1,0,0,1,1,0
1103,Jordan,Irbid,12,4,0,0,19,0,1,0,0,0,0
1104,Jordan,Irbid,6,2,0,0,46,1,0,1,0,1,0
1105,Jordan,Irbid,6,2,0,0,22,0,0,1,0,1,0
1111,Jordan,Irbid,12,4,0,0,41,1,0,0,0,0,0
1112,Jordan,Irbid,14,5,0,0,27,0,0,0,0,0,0
1113,Jordan,Irbid,12,4,0,0,19,0,1,0,0,0,0
1114,Jordan,Irbid,12,4,0,0,32,1,0,0,0,0,0
1116,Jordan,Irbid,12,4,0,0,42,1,0,0,0,0,0
1121,Jordan,Irbid,10,3,0,0,70,1,0,0,0,0,0
1122,Jordan,Irbid,6,2,0,0,35,1,0,0,0,0,0
1125,Jordan,Irbid,10,3,0,0,39,0,0,0,0,0,0
1129,Jordan,Irbid,6,2,0,0,22,0,0,0,0,0,0
1130,Jordan,Irbid,10,3,0,0,41,1,0,0,0,0,0
1131,Jordan,Irbid,6,2,0,0,65,1,0,0,0,0,0
1132,Jordan,Irbid,6,2,0,0,60,1,0,0,0,0,0
1133,Jordan,Irbid,10,3,0,0,42,1,0,0,1,1,0
1134,Jordan,Irbid,10,3,0,0,40,1,0,0,0,0,0
1136,Jordan,Irbid,12,4,0,0,23,0,0,0,0,0,0
1146,Jordan,Irbid,16,6,1,1,51,1,0,0,0,0,0
1147,Jordan,Irbid,6,2,0,0,55,1,0,0,1,1,0
1148,Jordan,Irbid,12,4,0,0,20,0,1,0,0,0,0
1149,Jordan,Irbid,16,6,1,1,52,1,0,0,0,0,0
1150,Jordan,Irbid,10,3,0,0,32,1,0,0,0,0,0
1151,Jordan,Irbid,16,6,1,1,43,1,0,0,0,0,0
1153,Jordan,Irbid,16,6,1,1,45,1,0,0,0,0,0
1158,Jordan,Irbid,16,6,1,1,25,0,0,0,0,0,0
1159,Jordan,Irbid,12,4,0,0,41,1,0,0,0,0,0
1160,Jordan,Irbid,16,6,0,1,24,0,1,0,0,0,0
1161,Jordan,Irbid,12,4,0,0,33,1,0,0,0,0,0
1162,Jordan,Irbid,12,4,0,0,43,1,0,0,0,0,0
1164,Jordan,Irbid,0,1,0,0,75,1,0,0,0,0,0
1166,Jordan,Irbid,12,4,0,0,32,1,0,0,0,0,0
1167,Jordan,Irbid,6,2,0,0,75,1,0,0,0,0,0
1171,Jordan,Irbid,16,6,1,1,41,1,0,0,0,0,0
1172,Jordan,Irbid,16,6,1,1,46,1,0,0,0,0,0
1174,Jordan,Irbid,10,3,0,0,75,1,0,0,0,0,0
1175,Jordan,Irbid,14,5,0,0,38,1,0,0,0,0,0
1179,Jordan,Irbid,12,4,0,0,41,1,0,0,0,0,0
1181,Jordan,Irbid,0,1,0,0,57,1,0,0,0,0,0
1183,Jordan,Irbid,6,2,0,0,56,1,0,0,0,0,0
1184,Jordan,Irbid,12,4,0,0,68,1,0,0,0,0,0
1185,Jordan,Irbid,14,5,0,0,49,1,0,0,0,0,0
1188,Jordan,Irbid,16,6,1,1,30,0,0,0,0,0,0
1191,Jordan,Irbid,12,4,0,0,46,1,0,0,0,0,0
1193,Jordan,Irbid,12,4,0,0,36,0,0,0,1,1,0
1194,Jordan,Irbid,10,3,0,0,37,1,0,0,0,0,0
1198,Jordan,Irbid,10,3,0,0,55,1,0,0,0,0,0
1199,Jordan,Irbid,14,5,0,0,50,1,0,0,0,0,0
1203,Jordan,Irbid,14,5,0,0,40,1,0,0,0,0,0
1206,Jordan,Irbid,12,4,0,0,64,1,0,0,0,0,0
1209,Jordan,Irbid,12,4,0,0,19,0,1,0,0,0,0
1210,Jordan,Irbid,12,4,0,0,40,1,0,0,1,1,0
1212,Jordan,Irbid,16,6,1,1,52,1,0,0,0,0,0
1214,Jordan,Irbid,12,4,0,0,40,1,0,0,0,0,0
1216,Jordan,Irbid,10,3,0,0,65,1,0,0,0,0,0
1218,Jordan,Irbid,10,3,0,0,35,0,0,0,0,0,0
1219,Jordan,Irbid,10,3,0,0,28,0,0,0,0,0,0
1221,Jordan,Irbid,12,4,0,0,62,1,0,0,0,0,0
1224,Jordan,Irbid,12,4,0,0,58,1,0,0,0,0,0
1225,Jordan,Irbid,10,3,0,0,49,1,0,0,0,0,0
1226,Jordan,Irbid,12,4,0,0,51,1,0,0,0,0,0
1230,Jordan,Irbid,12,4,0,0,44,1,0,0,0,0,0
1233,Jordan,Irbid,12,4,0,0,20,0,0,0,0,0,0
1236,Jordan,Irbid,12,4,0,0,45,1,0,1,0,1,0
1237,Jordan,Irbid,12,4,0,0,55,1,0,0,0,0,0
1238,Jordan,Irbid,16,6,1,1,52,1,0,0,0,0,0
1239,Jordan,Irbid,12,4,0,0,59,1,0,1,0,1,0
1241,Jordan,Mafraq,10,3,0,0,66,1,0,0,0,0,0
1247,Jordan,Mafraq,6,2,0,0,40,0,0,1,0,1,0
1248,Jordan,Mafraq,10,3,0,0,24,0,0,0,0,0,0
1249,Jordan,Mafraq,12,4,0,0,25,0,1,0,0,0,0
1250,Jordan,Mafraq,12,4,0,0,63,1,0,0,0,0,0
1252,Jordan,Mafraq,16,6,1,1,27,0,0,1,0,1,0
1253,Jordan,Mafraq,12,4,0,0,62,1,0,0,0,0,0
1257,Jordan,Mafraq,0,1,0,0,65,1,0,0,0,0,0
1259,Jordan,Mafraq,12,4,0,0,37,1,0,0,0,0,0
1260,Jordan,Mafraq,6,2,0,0,68,1,0,0,0,0,0
1261,Jordan,Mafraq,12,4,0,0,33,1,0,0,0,0,0
1262,Jordan,Mafraq,12,4,0,0,42,1,0,0,0,0,0
1263,Jordan,Mafraq,10,3,0,0,50,1,0,0,0,0,0
1268,Jordan,Mafraq,12,4,0,0,44,1,0,0,0,0,0
1270,Jordan,Mafraq,16,6,1,1,29,0,0,0,0,0,0
1271,Jordan,Mafraq,10,3,0,0,39,1,0,0,0,0,0
1273,Jordan,Mafraq,16,6,1,1,39,1,0,0,0,0,0
1277,Jordan,Mafraq,10,3,0,0,26,1,0,1,0,1,0
1279,Jordan,Mafraq,10,3,0,0,40,1,0,0,0,0,0
1280,Jordan,Mafraq,12,4,0,0,47,1,0,0,0,0,0
1281,Jordan,Mafraq,12,4,0,0,42,1,0,0,0,0,0
1282,Jordan,Mafraq,12,4,0,0,27,1,0,0,0,0,0
1284,Jordan,Mafraq,12,4,0,0,50,1,0,0,0,0,0
1285,Jordan,Mafraq,6,2,0,0,63,1,0,0,0,0,0
1289,Jordan,Mafraq,10,3,0,0,29,1,0,0,0,0,0
1292,Jordan,Mafraq,14,5,0,0,38,1,0,0,0,0,0
1295,Jordan,Mafraq,16,6,1,1,22,0,0,0,0,0,0
1296,Jordan,Mafraq,12,4,0,0,30,1,0,0,0,0,0
1298,Jordan,Mafraq,10,3,0,0,28,1,0,0,0,0,0
1299,Jordan,Mafraq,14,5,0,0,40,1,0,0,0,0,0
1306,Jordan,Mafraq,12,4,0,0,24,0,1,0,0,0,0
1307,Jordan,Mafraq,10,3,0,0,36,1,0,0,0,0,0
1308,Jordan,Mafraq,12,4,0,0,33,1,0,0,,0,0
1309,Jordan,Mafraq,10,3,0,0,18,0,1,0,0,0,0
1310,Jordan,Mafraq,12,4,0,0,21,0,1,0,0,0,0
1312,Jordan,Mafraq,12,4,0,0,36,1,0,0,0,0,0
1313,Jordan,Mafraq,10,3,0,0,36,1,0,0,0,0,0
1317,Jordan,Mafraq,10,3,0,0,25,0,0,0,0,0,0
1319,Jordan,Mafraq,12,4,0,0,20,0,0,0,0,0,0
1320,Jordan,Mafraq,12,4,0,0,19,0,0,0,0,0,0
1323,Jordan,Jerash,14,5,0,0,35,1,0,0,0,0,0
1324,Jordan,Jerash,14,5,0,0,35,1,0,0,0,0,0
1325,Jordan,Jerash,16,6,1,1,26,0,0,1,0,1,0
1327,Jordan,Jerash,12,4,0,0,40,1,0,0,0,0,0
1329,Jordan,Jerash,16,6,1,1,24,0,0,1,0,1,0
1331,Jordan,Jerash,14,5,0,0,44,1,0,0,0,0,0
1336,Jordan,Jerash,10,3,0,0,27,0,0,0,0,0,0
1338,Jordan,Jerash,10,3,0,0,45,1,0,0,0,0,0
1339,Jordan,Jerash,6,2,0,0,60,1,0,0,0,0,0
1340,Jordan,Jerash,14,5,0,0,28,0,0,0,0,0,0
1343,Jordan,Jerash,10,3,0,0,37,1,0,0,0,0,0
1344,Jordan,Jerash,12,4,0,0,18,0,1,0,0,0,0
1346,Jordan,Jerash,10,3,0,0,32,1,0,0,0,0,0
1347,Jordan,Jerash,12,4,0,0,26,0,1,0,0,0,0
1349,Jordan,Jerash,12,4,0,0,41,1,0,0,0,0,0
1351,Jordan,Jerash,6,2,0,0,19,0,0,1,0,1,0
1353,Jordan,Jerash,16,6,1,1,53,1,0,0,,0,0
1356,Jordan,Jerash,12,4,0,0,35,1,0,0,0,0,0
1357,Jordan,Jerash,10,3,0,0,24,0,0,0,,0,0
1360,Jordan,Jerash,6,2,0,0,39,1,0,0,0,0,0
1361,Jordan,Jerash,14,5,0,0,50,1,0,0,0,0,0
1362,Jordan,Jerash,6,2,0,0,33,1,0,0,0,0,0
1363,Jordan,Jerash,6,2,0,0,53,1,0,0,0,0,0
1365,Jordan,Jerash,10,3,0,0,53,1,0,0,0,0,0
1366,Jordan,Jerash,6,2,0,0,42,1,0,0,0,0,0
1374,Jordan,Jerash,12,4,0,0,34,1,0,0,0,0,0
1375,Jordan,Jerash,6,2,0,0,65,1,0,0,0,0,0
1376,Jordan,Jerash,10,3,0,0,26,1,0,0,0,0,0
1377,Jordan,Jerash,12,4,0,0,20,0,1,0,0,0,0
1379,Jordan,Jerash,6,2,0,0,68,1,0,1,0,1,0
1384,Jordan,Ajloun,10,3,0,0,32,1,0,0,0,0,0
1386,Jordan,Ajloun,10,3,0,0,26,1,0,0,0,0,0
1387,Jordan,Ajloun,12,4,0,0,46,1,0,0,0,0,0
1389,Jordan,Ajloun,10,3,0,0,43,1,0,0,0,0,0
1390,Jordan,Ajloun,12,4,0,0,35,1,0,0,0,0,0
1392,Jordan,Ajloun,12,4,0,0,59,1,0,0,0,0,0
1396,Jordan,Ajloun,12,4,0,0,43,1,0,0,0,0,0
1398,Jordan,Ajloun,12,4,0,0,33,1,0,0,0,0,0
1399,Jordan,Ajloun,0,1,0,0,30,0,0,0,0,0,0
1400,Jordan,Ajloun,10,3,0,0,43,1,0,0,0,0,0
1401,Jordan,Ajloun,10,3,0,0,37,1,0,0,0,0,0
1403,Jordan,Ajloun,14,5,0,0,55,1,0,0,0,0,0
1406,Jordan,Ajloun,18,7,1,1,28,0,0,0,0,0,0
1407,Jordan,Ajloun,16,6,1,1,43,1,0,0,0,0,0
1412,Jordan,Ajloun,12,4,0,0,41,1,0,0,0,0,0
1415,Jordan,Ajloun,10,3,0,0,38,1,0,0,0,0,0
1416,Jordan,Ajloun,16,6,1,1,30,1,0,0,0,0,0
1417,Jordan,Ajloun,6,2,0,0,65,1,0,0,0,0,0
1418,Jordan,Ajloun,16,6,1,1,38,0,0,0,0,0,0
1421,Jordan,Ajloun,12,4,0,0,30,1,0,0,0,0,0
1424,Jordan,Ajloun,10,3,0,0,50,1,0,0,0,0,0
1425,Jordan,Ajloun,12,4,0,0,36,1,0,0,0,0,0
1427,Jordan,Ajloun,10,3,0,0,19,0,1,0,0,0,0
1429,Jordan,Ajloun,6,2,0,0,62,1,0,0,0,0,0
1432,Jordan,Ajloun,12,4,0,0,42,1,0,0,0,0,0
1434,Jordan,Ajloun,0,1,0,0,70,1,0,1,0,1,0
1435,Jordan,Ajloun,16,6,1,1,31,1,0,0,0,0,0
1438,Jordan,Ajloun,6,2,0,0,65,1,0,0,0,0,0
1440,Jordan,Ajloun,10,3,0,0,74,0,0,0,0,0,0
1446,Jordan,al Karak,12,4,0,0,18,0,1,0,0,0,0
1447,Jordan,al Karak,16,6,1,1,24,0,0,0,0,0,0
1448,Jordan,al Karak,10,3,0,0,20,0,0,1,0,1,0
1449,Jordan,al Karak,12,4,0,0,20,0,1,0,0,0,0
1450,Jordan,al Karak,10,3,0,0,60,0,0,0,0,0,0
1453,Jordan,al Karak,12,4,0,0,65,1,0,0,0,0,0
1454,Jordan,al Karak,16,6,1,1,26,0,0,1,0,1,0
1459,Jordan,al Karak,10,3,0,0,37,1,0,0,0,0,0
1460,Jordan,al Karak,12,4,0,0,40,1,0,0,0,0,0
1462,Jordan,al Karak,18,7,1,1,44,1,0,0,0,0,0
1463,Jordan,al Karak,14,5,0,0,34,1,0,0,0,0,0
1465,Jordan,al Karak,6,2,0,0,44,1,0,0,0,0,0
1466,Jordan,al Karak,12,4,0,0,23,0,0,0,0,0,0
1467,Jordan,al Karak,12,4,0,0,30,1,0,0,0,0,0
1471,Jordan,al Karak,10,3,0,0,38,1,0,0,0,0,0
