"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,116,"JOR","Jordan",117,"JOR","Jordan","JORDAN","Jordan","Al Urdun",NA,"Transjordan",NA,"Jordanie ","Jordania ","<U+0418><U+043E><U+0440><U+0434><U+0430><U+043D><U+0438><U+044F>","<U+0627><U+0644><U+0623><U+0631><U+062F><U+0646>","<U+7EA6><U+65E6> ",NA,NA,"Jordan","JO",NA,"JO",400,"Unknown","Present",4913115,89274.594,55.0337422985088,"Western Asia","Asia",1,NA,NA,NA,"Middle East & North Africa","Lower middle income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
